loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
8850,8850,8850.0, 36 months, 20.89%,332.93,D,D4,Owner,3 years,OWN,10400.0,Not Verified,Nov-2018,Fully Paid,n,,,credit_card,Credit card refinancing,761xx,TX,27.37,0,Nov-2014,0,,,4,0,7033,33.8%,5,w,0.0,0.0,11207.340930495,11207.34,8850.0,2357.34,0.0,0.0,0.0,Jun-2020,5235.14,,Jul-2020,0,,1,Individual,,,,0,0,7033,0,0,0,0,,0,,0,1,5020,34.0,20800,0,0,0,1,1758.0,12595.0,35.7,0,0,,48,17,17,0,17.0,,17.0,,0,2,3,3,3,0,4,5,3,4,0.0,0,0,0,100.0,0.0,0,0,20800,7033,19600,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000.0, 60 months, 12.98%,272.92,B,B5,Relationship manager ,6 years,MORTGAGE,65000.0,Source Verified,Dec-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,060xx,CT,31.05,0,Sep-2012,0,,,21,0,23314,33.1%,31,w,0.0,0.0,14277.5035538418,14277.5,12000.0,2277.5,0.0,0.0,0.0,Sep-2020,8688.32,,Sep-2020,0,,1,Individual,,,,0,0,151048,2,4,2,5,8.0,35956,65.0,2,4,8485,47.0,70500,8,8,3,10,7552.0,41630.0,32.9,0,0,68.0,75,3,3,1,3.0,,8.0,,0,7,9,13,14,12,16,18,9,21,0.0,0,0,4,100.0,8.3,0,0,220725,59270,62000,55320,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,8688.33,N,,,,,,
10000,10000,10000.0, 36 months, 17.97%,361.38,D,D1,Correctional Officer,10+ years,MORTGAGE,50000.0,Verified,Dec-2018,Current,n,,,house,Home buying,212xx,MD,17.57,0,Jan-2009,0,,,4,0,3161,28.5%,8,w,3639.77,3639.77,9024.52,9024.52,6360.23,2664.29,0.0,0.0,0.0,Jan-2021,361.38,Feb-2021,Jan-2021,0,,1,Individual,,,,0,425,30307,1,1,0,0,25.0,27146,,2,2,1639,29.0,11100,0,0,0,2,7577.0,7939.0,28.5,0,0,118.0,39,3,3,0,3.0,,,,0,3,3,3,3,5,3,3,3,4,0.0,0,0,2,100.0,0.0,0,0,50332,30307,11100,39232,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000.0, 60 months, 10.33%,856.4,B,B1,Physical Therapist,9 years,MORTGAGE,75000.0,Not Verified,Dec-2018,Current,n,,,major_purchase,Major purchase,891xx,NV,21.22,0,Jan-2001,0,70.0,,18,0,692,0.8%,44,w,27619.1,27619.1,19674.24,19674.24,12380.9,7293.34,0.0,0.0,0.0,Jan-2021,856.4,Feb-2021,Jan-2021,0,,1,Joint App,197000.0,26.77,Not Verified,0,0,683904,0,3,0,1,19.0,42364,56.0,1,2,457,19.0,83800,4,0,2,5,40230.0,82248.0,0.7,0,0,173.0,215,12,8,7,12.0,70.0,9.0,70.0,0,2,3,10,19,10,12,27,3,18,0.0,0,0,2,97.7,0.0,0,0,832437,43056,82800,86805,93920.0,Jan-2001,0.0,8.0,32.0,7.0,7.0,40.0,0.0,0.0,,N,CVD19SKIP,INCOMECURT,COMPLETE,2.0,0.0,Apr-2020,Jun-2020,Apr-2020,2.0,0.0,ACTIVE,548.15,32012.02,856.4,N,,,,,,
20000,20000,20000.0, 60 months, 17.97%,507.55,D,D1,Utility poter,6 years,RENT,39000.0,Verified,Nov-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,890xx,NV,19.23,0,Apr-2005,0,30.0,112.0,9,1,7734,23.4%,16,w,0.0,0.0,8005.8,8005.8,2638.75,3401.93,0.0,1965.12,353.7216,Nov-2019,507.55,,May-2020,0,,1,Individual,,,,0,0,16170,0,1,0,3,14.0,8436,70.0,0,0,5923,36.0,33100,1,0,0,3,1797.0,13237.0,35.4,0,0,38.0,163,28,14,0,28.0,,17.0,30.0,0,3,4,4,5,5,8,11,4,9,0.0,0,0,0,93.8,25.0,1,0,45100,16170,20500,12000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
2500,2500,2500.0, 36 months,  7.56%,77.84,A,A3,Lead Sales Consultant,4 years,RENT,37500.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,946xx,CA,24.9,0,Sep-2008,1,,,9,0,1610,4.5%,14,w,896.61,896.61,1866.58,1866.58,1603.39,263.19,0.0,0.0,0.0,Jan-2021,0.0,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,9849,0,3,1,1,7.0,8239,40.0,0,1,645,17.0,35700,1,0,1,2,1094.0,34090.0,4.5,0,0,52.0,123,16,7,0,16.0,,6.0,,0,6,6,6,7,4,6,10,6,9,0.0,0,0,1,100.0,0.0,0,0,56465,9849,35700,20765,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
5400,5400,5400.0, 36 months, 10.33%,175.09,B,B1,Coach/Athletic Director,10+ years,MORTGAGE,140000.0,Source Verified,Nov-2018,Fully Paid,n,,,home_improvement,Home improvement,782xx,TX,13.46,0,May-1996,0,,,21,0,32593,44.3%,61,w,0.0,0.0,5409.2959999999985,5409.3,5400.0,9.3,0.0,0.0,0.0,Nov-2018,5412.4,,Mar-2020,0,,1,Individual,,,,0,0,274793,0,3,1,4,9.0,102699,93.0,2,2,6194,63.0,73500,2,12,2,6,13740.0,22148.0,38.1,0,0,268.0,270,9,9,7,9.0,,9.0,,0,6,11,9,16,18,17,36,11,21,0.0,0,0,3,100.0,11.1,0,0,332881,135292,35800,101681,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
25600,25600,25600.0, 60 months, 19.92%,677.11,D,D3,Lead Analyst,2 years,MORTGAGE,75000.0,Verified,Nov-2018,Current,n,,,credit_card,Credit card refinancing,109xx,NY,28.72,0,Jun-2008,0,,,14,0,41372,91.9%,20,w,17484.51,17484.51,17420.72,17420.72,8115.49,9305.23,0.0,0.0,0.0,Jan-2021,677.11,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,177859,0,2,0,0,25.0,22139,64.0,0,0,10880,80.0,45000,0,0,0,1,12704.0,308.0,98.9,0,0,63.0,120,27,13,1,27.0,,13.0,,0,7,10,7,7,4,11,13,10,14,0.0,0,0,0,100.0,100.0,0,0,195938,63511,28500,34838,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 36 months,  7.56%,311.34,A,A3,Director of A/R and Contract Admin,7 years,MORTGAGE,75000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,327xx,FL,3.37,0,May-2003,1,54.0,,18,0,5699,43.8%,43,w,3298.66,3298.66,7779.3,7779.3,6701.34,1077.96,0.0,0.0,0.0,Jan-2021,311.34,Feb-2021,Jan-2021,0,54.0,1,Individual,,,,0,0,196419,2,10,0,0,95.0,20384,105.0,2,3,2050,80.0,13000,2,0,2,5,10912.0,2778.0,59.1,0,0,164.0,152,5,3,3,5.0,,3.0,,18,3,7,3,3,30,7,10,7,18,0.0,0,0,3,58.1,33.3,0,0,203390,26083,6800,19450,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
33600,33600,33600.0, 36 months, 10.08%,1085.44,B,B1,,< 1 year,MORTGAGE,150000.0,Source Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,864xx,AZ,16.98,0,Oct-2004,0,32.0,,11,0,29878,77.6%,24,w,12805.37,12805.37,26151.87,26151.87,20794.63,5302.97,54.27,0.0,0.0,Jan-2021,1085.44,Feb-2021,Jan-2021,0,48.0,1,Individual,,,,0,0,162665,0,2,0,1,13.0,36265,66.0,0,3,5705,71.0,38500,1,0,2,4,14788.0,7410.0,69.5,0,0,155.0,168,18,13,1,25.0,48.0,10.0,48.0,2,5,7,5,7,8,8,15,7,11,0.0,0,0,0,62.5,40.0,0,0,228291,66143,24300,54791,,,,,,,,,,,,N,CVD19SKIP,INCOMECURT,COMPLETE,2.0,0.0,Apr-2020,May-2020,Mar-2020,2.0,26.0,INCOLLECTION,352.23,21026.48,1085.44,N,,,,,,
10000,10000,10000.0, 36 months,  6.11%,304.72,A,A1,Director of Operations,5 years,RENT,102000.0,Not Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,238xx,VA,10.99,1,Jan-1988,0,11.0,,9,0,10179,37.1%,12,w,2963.44,2963.44,7931.22,7931.22,7036.56,894.66,0.0,0.0,0.0,Jan-2021,0.0,Feb-2021,Jan-2021,0,11.0,1,Individual,,,,0,0,36058,2,2,1,1,5.0,25879,63.0,2,2,2293,53.0,27400,0,1,2,3,4006.0,13664.0,31.0,0,0,57.0,369,4,4,1,4.0,,0.0,,1,3,4,5,5,3,7,8,4,9,0.0,0,1,3,91.7,0.0,0,0,68594,36058,19800,41194,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
5000,5000,5000.0, 36 months,  7.84%,156.32,A,A4,,,RENT,45000.0,Not Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,200xx,DC,18.3,0,Feb-2001,0,,,8,0,6883,35.5%,15,w,1361.74,1361.74,4216.28,4216.28,3638.26,578.02,0.0,0.0,0.0,Jan-2021,156.32,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,14718,0,1,0,1,16.0,7835,65.0,1,1,3179,47.0,19400,0,0,1,2,2103.0,2169.0,66.6,0,0,140.0,212,9,9,0,122.0,,10.0,,0,2,6,3,8,3,7,12,6,8,0.0,0,0,1,100.0,50.0,0,0,31400,14718,6500,12000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 60 months, 15.02%,238.01,C,C3,Project Director ,1 year,RENT,103000.0,Not Verified,Nov-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,111xx,NY,13.01,1,Sep-1996,0,7.0,,12,0,13252,88.3%,16,w,0.0,0.0,11005.3410369434,11005.34,10000.0,1005.34,0.0,0.0,0.0,Jul-2019,9347.61,,Mar-2020,0,68.0,1,Individual,,,,0,0,24620,0,8,0,1,23.0,11368,29.0,0,1,6826,45.0,15000,2,0,0,2,2052.0,1748.0,88.3,0,0,266.0,118,18,18,0,18.0,7.0,18.0,7.0,4,4,4,4,6,10,4,6,4,12,0.0,0,0,0,71.4,100.0,0,0,54522,24620,15000,39522,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000.0, 60 months, 11.80%,885.75,B,B4,Senior Design Engineer,10+ years,MORTGAGE,250000.0,Not Verified,Dec-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,275xx,NC,15.23,0,Jul-1999,0,,,14,0,266395,57.1%,19,w,0.0,0.0,44172.05,44172.05,40000.0,4172.05,0.0,0.0,0.0,May-2020,20951.36,,Jan-2021,0,,1,Individual,,,,0,0,355383,2,0,0,0,,0,,2,2,30272,57.0,355200,0,0,0,2,25385.0,87972.0,57.1,0,0,,233,3,3,2,5.0,,16.0,,0,10,11,12,16,0,13,17,11,14,0.0,0,0,2,100.0,50.0,0,0,531200,266395,205200,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
25000,25000,25000.0, 60 months, 19.92%,661.24,D,D3,VP Business Development,9 years,RENT,84000.0,Source Verified,Nov-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,460xx,IN,0.39,0,Feb-2004,1,,,3,0,175,0.9%,6,w,0.0,0.0,9454.99,9454.99,2367.79,3729.31,0.0,3357.89,604.4202,Sep-2019,661.24,,Mar-2020,0,,1,Individual,,,,0,0,175,0,0,0,0,,0,,1,1,0,1.0,18900,0,0,2,1,58.0,6500.0,0.0,0,0,,177,11,11,0,69.0,,0.0,,0,0,1,1,2,0,3,6,1,3,0.0,0,0,1,100.0,0.0,0,0,18900,175,6500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000.0, 60 months, 14.47%,940.51,C,C2,,< 1 year,RENT,95000.0,Not Verified,Dec-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,770xx,TX,12.62,0,Jan-2005,1,,60.0,15,1,3044,17.7%,19,w,0.0,0.0,14175.49,14175.49,7484.2,6591.29,0.0,100.0,18.0,Jun-2020,0.0,,Jan-2021,0,,1,Individual,,,,0,0,55786,0,1,1,1,10.0,52742,,0,2,1448,18.0,17200,5,0,13,3,3985.0,4126.0,36.5,0,0,10.0,167,16,10,0,28.0,,1.0,,0,3,6,4,5,1,14,18,6,15,0.0,0,0,1,100.0,0.0,1,0,74182,55786,6500,56982,,,,,,,,,,,,N,CVD19SKIP,INCOMECURT,COMPLETE,2.0,0.0,Apr-2020,Jun-2020,Apr-2020,2.0,0.0,ACTIVE,784.17,32894.82,940.51,N,,,,,,
10000,10000,10000.0, 60 months, 12.98%,227.43,B,B5,supervisor,2 years,RENT,50000.0,Source Verified,Dec-2018,Current,n,,,other,Other,275xx,NC,17.35,0,Aug-2009,0,,,15,0,2227,4.8%,26,w,6597.31,6597.31,5678.54,5678.54,3402.69,2275.85,0.0,0.0,0.0,Jan-2021,227.43,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,4444,2,1,0,1,19.0,2217,11.0,2,3,845,7.0,46400,2,0,1,4,296.0,22655.0,3.6,0,0,112.0,43,3,3,0,21.0,,1.0,,0,1,6,5,7,5,14,21,6,15,0.0,0,0,2,100.0,0.0,0,0,67400,4444,23500,21000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
9250,9250,9250.0, 36 months, 16.14%,325.85,C,C4,,,MORTGAGE,42000.0,Not Verified,Nov-2018,Fully Paid,n,,,other,Other,480xx,MI,32.17,1,Mar-1978,1,21.0,,19,0,10589,43.4%,37,w,0.0,0.0,10864.11,10864.11,9250.0,1597.82,16.29,0.0,0.0,Apr-2020,19.24,,Apr-2020,0,44.0,1,Individual,,,,0,4000,165089,1,2,0,1,15.0,16581,70.0,3,5,2858,57.0,24400,1,2,1,6,8689.0,8979.0,44.2,0,0,127.0,488,4,4,5,16.0,63.0,4.0,21.0,3,5,11,5,8,5,16,27,11,19,0.0,0,0,3,73.0,80.0,0,0,205162,27170,16100,23662,,,,,,,,,,,,,,,,,325.85,,,,,,,0.0,0.0,19.24,N,,,,,,
40000,40000,40000.0, 60 months,  8.19%,814.7,A,A4,"VP, Technology and Security",5 years,MORTGAGE,180000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,060xx,CT,24.34,0,Mar-2004,0,,,23,0,61947,53.8%,44,w,25288.09,25288.09,20349.3,20349.3,14711.91,5637.39,0.0,0.0,0.0,Jan-2021,814.7,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,346776,2,2,1,1,4.0,70441,,3,4,18679,54.0,115200,0,0,3,5,15763.0,17760.0,75.2,0,0,137.0,177,6,4,2,18.0,,4.0,,0,11,17,11,22,5,19,36,17,23,0.0,0,0,4,100.0,54.5,0,0,478135,136302,71600,115171,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
18500,18500,18500.0, 36 months,  7.02%,571.4,A,A2,App Asst Case Manager,1 year,OWN,42000.0,Not Verified,Dec-2018,Fully Paid,n,,,other,Other,217xx,MD,17.0,0,Jan-2002,0,,,11,0,13404,27.5%,29,f,0.0,0.0,19482.3434410407,19482.34,18500.0,982.34,0.0,0.0,0.0,Oct-2019,14339.74,,Jan-2021,0,,1,Individual,,,,0,0,31733,0,1,0,2,14.0,18329,87.0,3,5,6962,46.0,48800,0,0,0,7,3173.0,30896.0,30.3,0,0,197.0,203,7,7,0,7.0,,23.0,,0,3,3,8,15,8,10,21,3,11,0.0,0,0,3,100.0,14.3,0,0,69800,31733,44300,21000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
16000,16000,16000.0, 60 months, 11.80%,354.3,B,B4,Registration ,10+ years,MORTGAGE,52000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,076xx,NJ,29.93,0,Aug-2005,1,,,16,0,20340,24.3%,25,w,10448.5,10448.5,8883.72,8883.72,5551.5,3332.22,0.0,0.0,0.0,Jan-2021,354.3,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,34753,0,2,0,2,14.0,14413,57.0,0,3,7011,32.0,83700,0,1,1,5,2172.0,42718.0,27.6,0,0,140.0,160,13,13,0,23.0,,1.0,,0,5,11,8,12,6,14,19,11,16,0.0,0,0,0,100.0,25.0,0,0,109232,34753,59000,25532,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
30000,30000,30000.0, 36 months,  7.84%,937.88,A,A4,,< 1 year,RENT,70000.0,Source Verified,Oct-2018,Fully Paid,n,,,credit_card,Credit card refinancing,772xx,TX,4.3,0,Feb-1997,0,,,3,0,12414,51.7%,15,w,0.0,0.0,32964.901031216,32964.9,30000.0,2964.9,0.0,0.0,0.0,Sep-2020,13171.31,,Sep-2020,0,,1,Individual,,,,0,0,12414,0,0,0,2,20.0,0,,0,1,9323,52.0,24000,1,0,0,3,6207.0,11586.0,51.7,0,0,260.0,166,20,20,1,20.0,,23.0,,0,2,2,2,5,5,3,9,2,3,0.0,0,0,0,100.0,50.0,0,0,24000,12414,24000,0,,,,,,,,,,,,N,CVD19SKIP,INCOMECURT,COMPLETE,2.0,0.0,Apr-2020,Jun-2020,Apr-2020,2.0,0.0,ACTIVE,190.3,14627.3,937.88,N,,,,,,
15800,15800,15800.0, 36 months, 25.34%,631.05,E,E3,Registered Nurse,10+ years,OWN,65000.0,Verified,Oct-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,318xx,GA,31.7,0,Aug-2005,1,,,11,0,10824,35%,15,f,0.0,0.0,18665.9234631349,18665.92,15800.0,2865.92,0.0,0.0,0.0,Jul-2019,13639.76,,May-2020,0,,1,Individual,,,,0,0,75737,2,4,1,2,4.0,64913,47.0,2,3,6300,42.0,30900,2,0,3,5,6885.0,14676.0,42.4,0,0,156.0,116,5,4,0,5.0,,0.0,,0,5,5,5,5,7,7,8,5,11,0.0,0,0,3,100.0,40.0,0,0,121459,75737,25500,90559,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
8000,8000,8000.0, 36 months, 18.94%,293.01,D,D2,chef,10+ years,RENT,45000.0,Source Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,125xx,NY,20.24,1,Jan-2003,0,6.0,,4,0,9830,58.9%,8,w,3131.64,3131.64,7304.21,7304.21,4868.36,2435.85,0.0,0.0,0.0,Jan-2021,293.01,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,11732,0,1,0,0,35.0,1902,13.0,0,0,8460,37.0,16700,1,0,1,0,3911.0,6870.0,58.9,0,0,159.0,189,156,35,0,167.0,29.0,9.0,29.0,0,2,2,2,3,4,3,4,2,4,0.0,0,0,0,71.4,0.0,0,0,31542,11732,16700,14842,,,,,,,,,,,,N,CVD19SKIP,INCOMECURT,COMPLETE,2.0,0.0,Apr-2020,Jun-2020,Apr-2020,2.0,0.0,ACTIVE,151.42,4867.48,293.01,N,,,,,,
9200,9200,9200.0, 36 months, 10.72%,299.98,B,B2,Clerical,9 years,MORTGAGE,60000.0,Source Verified,Nov-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,559xx,MN,33.76,0,Apr-1991,1,73.0,,9,0,9502,35.5%,22,w,0.0,0.0,10165.001726626999,10165.0,9200.0,965.0,0.0,0.0,0.0,Jan-2020,6276.22,,Aug-2020,0,81.0,1,Individual,,,,0,0,144637,1,3,1,4,2.0,46063,77.0,2,2,4195,64.0,26800,2,2,5,6,16071.0,12198.0,39.0,0,0,52.0,331,11,2,2,11.0,,2.0,73.0,1,2,5,2,6,7,5,13,5,9,0.0,0,0,3,95.5,0.0,0,0,204807,55565,20000,60197,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
9000,9000,9000.0, 36 months, 15.02%,312.08,C,C3,Shipping,7 years,RENT,75000.0,Not Verified,Dec-2018,Fully Paid,n,,,credit_card,Credit card refinancing,925xx,CA,15.54,0,Jan-2003,0,,,9,0,6399,58.7%,12,w,0.0,0.0,10587.451608685,10587.45,9000.0,1587.45,0.0,0.0,0.0,May-2020,5601.68,,Jan-2021,0,,1,Individual,,,,0,340,23844,0,2,1,1,9.0,17445,57.0,1,4,2000,58.0,10900,2,0,1,5,3406.0,1000.0,66.7,0,0,42.0,159,11,9,0,14.0,,9.0,,0,1,5,1,2,2,6,8,5,9,0.0,0,0,2,100.0,0.0,0,0,41428,23844,3000,30528,,,,,,,,,,,,,,,,,312.08,,,,,,,0.0,0.0,5289.6,N,,,,,,
8000,8000,8000.0, 36 months, 18.94%,293.01,D,D2,,,OWN,29000.0,Not Verified,Dec-2018,Charged Off,n,,,home_improvement,Home improvement,730xx,OK,27.65,1,Oct-2006,1,11.0,68.0,8,1,4059,32.7%,13,w,0.0,0.0,3592.78,3592.78,1599.01,1029.66,0.0,964.11,173.5398,Sep-2019,293.01,,Mar-2020,0,,1,Individual,,,,0,1148,23991,0,2,0,1,14.0,19932,63.0,0,1,2582,54.0,12400,1,1,1,2,2999.0,8041.0,33.5,0,0,25.0,145,17,14,0,17.0,11.0,4.0,11.0,0,3,3,5,7,2,6,10,3,8,0.0,0,0,0,92.3,0.0,1,0,44308,23991,12100,31908,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
30000,30000,30000.0, 60 months, 11.55%,660.54,B,B4,Network Engineer ,5 years,MORTGAGE,101000.0,Source Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,027xx,MA,12.81,0,May-1999,0,55.0,,10,0,22873,66.5%,22,f,19074.37,19074.37,17154.79,17154.79,10925.63,6229.16,0.0,0.0,0.0,Jan-2021,0.0,Feb-2021,Jan-2021,0,55.0,1,Individual,,,,0,0,332517,0,2,0,0,46.0,17680,50.0,0,2,7470,58.0,34400,0,2,1,4,33252.0,1710.0,91.4,0,0,148.0,233,16,9,2,48.0,57.0,11.0,57.0,1,3,6,3,4,11,6,9,6,10,0.0,0,0,1,90.9,100.0,0,0,368723,40553,19800,35308,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000.0, 60 months, 15.02%,476.01,C,C3,Program Coordinator,10+ years,OWN,70000.0,Source Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,291xx,SC,29.93,0,Jun-1998,1,30.0,,14,0,24117,56.5%,29,w,13114.16,13114.16,12359.57,12359.57,6885.84,5473.73,0.0,0.0,0.0,Jan-2021,0.0,Feb-2021,Jan-2021,0,30.0,1,Individual,,,,0,0,68170,1,2,0,1,20.0,44053,79.0,2,7,7795,64.0,42700,0,0,1,8,4869.0,4555.0,77.2,0,0,155.0,244,3,3,0,3.0,,3.0,,0,5,9,5,9,10,12,19,9,14,0.0,0,0,2,96.6,60.0,0,0,108455,68170,20000,65755,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
7800,7800,7800.0, 36 months, 14.47%,268.37,C,C2,Registered Nurse,6 years,RENT,50000.0,Source Verified,Nov-2018,Fully Paid,n,,,credit_card,Credit card refinancing,468xx,IN,35.62,0,Sep-2009,1,,,22,0,9147,39.8%,26,w,0.0,0.0,9160.3003849135,9160.3,7800.0,1360.3,0.0,0.0,0.0,May-2020,4095.62,,May-2020,0,,1,Individual,,,,0,0,100797,1,14,1,2,9.0,91650,106.0,2,3,3545,92.0,23000,2,0,5,5,4582.0,9549.0,45.4,0,0,99.0,110,5,5,0,12.0,,5.0,,0,4,5,6,7,16,8,10,5,22,0.0,0,0,3,100.0,16.7,0,0,109243,100797,17500,86243,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
18000,18000,18000.0, 36 months,  8.46%,567.89,A,A5,slot technician,9 years,MORTGAGE,158000.0,Source Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,260xx,WV,7.08,0,Jul-2005,0,71.0,,11,0,17596,36.3%,14,w,6668.49,6668.49,13620.9,13620.9,11331.51,2289.39,0.0,0.0,0.0,Jan-2021,567.89,Feb-2021,Jan-2021,0,,1,Individual,,,,0,415,220994,1,2,0,0,29.0,8219,37.0,4,5,6964,37.0,48500,0,0,1,5,20090.0,26351.0,32.4,0,0,126.0,159,2,2,1,7.0,,6.0,,0,5,7,5,5,4,8,9,7,11,0.0,0,0,4,92.9,0.0,0,0,275685,25815,39000,22261,,,,,,,,,,,,N,CVD19SKIP,INCOMECURT,COMPLETE,2.0,0.0,Apr-2020,Jun-2020,Apr-2020,2.0,0.0,ACTIVE,148.88,10625.52,567.89,N,,,,,,
23000,23000,23000.0, 60 months,  7.84%,464.6,A,A4,BRANCH MANAGER,3 years,MORTGAGE,75000.0,Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,760xx,TX,20.86,0,Sep-2003,0,,,17,0,16828,26.3%,40,w,13751.34,13751.34,12534.18,12534.18,9248.66,3285.52,0.0,0.0,0.0,Jan-2021,464.6,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,429121,0,5,1,1,9.0,41983,61.0,0,1,7801,44.0,64100,0,15,0,2,25242.0,29961.0,33.6,0,0,181.0,176,20,9,6,25.0,,,,0,3,5,6,10,18,11,16,5,17,0.0,0,0,1,100.0,16.7,0,0,517584,58811,45100,69055,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
